,product_name,price,varietal,rating,rating_count,appellation,region,year
11527,Poet's Leap Riesling ,13,Riesling,0.0,0.0,[' Tuscany'], Italy,2009
11528,Paul Hobbs Ross Station Estate Chardonnay,99,Chardonnay,0.0,0.0,['Napa Valley'], California,2015
11529,Podere Sapaio,80,Bordeaux Red Blends,0.0,0.0,['Central Otago'], New Zealand,2009
11530,Vice Versa Le Petit Vice Cabernet Sauvignon,79,Cabernet Sauvignon,0.0,0.0,['Columbia Valley'], Washington,2016
11531,Cloudy Bay Te Wahi Pinot Noir,109,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2014
11532,Tamarack Cellars Merlot,24,Merlot,0.0,0.0,['Central Otago'], New Zealand,2005
11533,TATE Mt. Veeder Cabernet Sauvignon,79,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2013
11534,Rippon Vineyard Mature Vine Riesling,37,Riesling,0.0,0.0,[' San Antonio Valley (Chile)'], Chile,2016
11535,Domaine des Comtes Lafon Meursault Charmes Premier Cru,289,Chardonnay,0.0,0.0,['Napa Valley'], California,2015
11537,Amuse Bouche Vin Perdu Red,95,Bordeaux Red Blends,4.7,5.0,[' Bordeaux'], France,2016
11539,Chateau La Mondotte,179,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2001
11540,J. Christopher Appassionata Pinot Noir,109,Pinot Noir,0.0,0.0,[' Burgundy'], France,2008
11541,Trefethen Cabernet Sauvignon,60,Cabernet Sauvignon,4.0,75.0,[' Burgundy'], France,2015
11542,Domaine Dujac Morey-Saint-Denis Premier Cru,224,Pinot Noir,0.0,0.0,['Pfalz'], Germany,2017
11543,Domaine Jean Grivot Richebourg Grand Cru,1644,Pinot Noir,0.0,0.0,[' Burgundy'], France,2017
11545,Domaine Francois Raveneau Chablis Montee de Tonnerre Premier Cru,299,Chardonnay,0.0,0.0,['Rioja'], Spain,2017
11547,Marques de Murrieta Capellania White Reserva,32,Viura,4.2,7.0,[' Mendoza'], Argentina,2014
11548,Mas Donis Mas Donis Barrica,12,Rhone Red Blends,3.9,6.0,['Mendoza'], Argentina,2012
11549,Catena Zapata Adrianna Vineyard River Stones Malbec,164,Malbec,0.0,0.0,[' Napa Valley'], California,2013
11550,Vina Cobos Bramare Marchiori Vineyard Malbec,96,Malbec,0.0,0.0,[' Rhone'], France,2011
11551,Mark Herold Herold White Label Cabernet Sauvignon,214,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2015
11552,Domaine des Bosquets Gigondas Le Lieu Dit,58,Rhone Red Blends,0.0,0.0,['Napa Valley'], California,2009
11553,Sandrone Barolo Le Vigne,163,Nebbiolo,0.0,0.0,[' Rhone'], France,2010
11554,Dancing Hares,129,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2005
11555,Domaine Grand Veneur Chateauneuf-du-Pape Vieilles Vignes,139,Rhone Red Blends,0.0,0.0,[' Burgundy'], France,2006
11556,Dom. Taupenot-Merme Corton Rognet Grand Cru,200,Pinot Noir,0.0,0.0,[' Central Coast'], California,2015
11557,Louis Latour Clos de la Vigne au Saint Corton Grand Cru,140,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2014
11558,Calera Mills Vineyard Pinot Noir,79,Pinot Noir,0.0,0.0,['Napa Valley'], California,2009
11559,Castellare Chianti Classico Riserva Il Poggiale,35,Sangiovese,0.0,0.0,[' South of France'], France,2013
11560,Hundred Acre Kayli Morgan Cabernet Sauvignon,599,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2016
11562,Turley Pringle Family Zinfandel,79,Zinfandel,0.0,0.0,[' Tuscany'], Italy,2001
11563,Hermann J. Wiemer Late Harvest Riesling,24,Other Dessert,0.0,0.0,['Tuscany'], Italy,2009
11564,Il Marroneto Brunello Madonne delle Grazie,224,Sangiovese,0.0,0.0,[' Sonoma County'], California,2013
11565,Felsina Fontalloro ,29,Sangiovese,3.9,6.0,[' Loire'], France,2012
11566,Peay Vineyards Estate Chardonnay ,31,Chardonnay,0.0,0.0,['Rioja'], Spain,2017
11567,Alphonse Mellot La Moussiere Sancerre Blanc,35,Sauvignon Blanc,0.0,0.0,[' Loire'], France,2013
11568,Artadi La Poza de Ballesteros,129,Tempranillo,0.0,0.0,[' Central Coast'], California,2014
11569,Olga Raffault Les Picasses,31,Cabernet Franc,4.2,13.0,[' Piedmont'], Italy,2014
11570,A.P. Vin Rosella's Vineyard Pinot Noir,51,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2014
11571,Bruno Giacosa Barbaresco Rabaja,199,Nebbiolo,0.0,0.0,[' Willamette Valley'], Oregon,2015
11572,Failla Seven Springs Vineyard Pinot Noir,64,Pinot Noir,0.0,0.0,['Napa Valley'], California,2017
11573,Cristom Eileen Vineyard Pinot Noir ,32,Pinot Noir,0.0,0.0,['Champagne'], France,2016
11574,Freemark Abbey Napa Valley Merlot,30,Merlot,0.0,0.0,[' South Australia'], Australia,2008
11575,Taittinger Comtes de Champagne Rose ,553,Rosé Sparkling Wine,5.0,9.0,['Tuscany'], Italy,2005
11576,Mollydooker Blue Eyed Boy Shiraz,49,Syrah/Shiraz,4.7,9.0,[' Rhone'], France,2007
11577,Michele Satta Piastraia,70,Other Red Blends,0.0,0.0,['Rhone'], France,2013
11578,Dom. des Relagnes Chateauneuf-du-Pape Cuvee Vigneronne,39,Rhone Red Blends,0.0,0.0,[' Central Coast'], California,2004
11579,Chateau Pesquie Terrasses Rouge,15,Rhone Red Blends,4.0,10.0,[' Bordeaux'], France,2010
11580,Ken Brown La Encantada Vineyard Pinot Noir,64,Pinot Noir,0.0,0.0,[' Burgundy'], France,2015
11581,Chateau Cantemerle ,26,Bordeaux Red Blends,0.0,0.0,['Salta'], Argentina,2016
11582,Domaine de Montille Volnay Les Champans Premier Cru,154,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2017
11583,Bodega Colome Altura Maxima Malbec,134,Malbec,4.6,6.0,[' Willamette Valley'], Oregon,2014
11584,Gaja Sugarille Brunello di Montalcino,190,Sangiovese,0.0,0.0,[' South Australia'], Australia,2010
11585,Shea Willamette Valley Chardonnay,39,Chardonnay,0.0,0.0,[' Central Coast'], California,2014
11586,Mollydooker Velvet Glove Shiraz,199,Syrah/Shiraz,4.8,8.0,[' Burgundy'], France,2014
11587,Opaque Zinfandel,32,Zinfandel,0.0,0.0,['Douro'], Portugal,2016
11588,Philippe Pacalet Puligny-Montrachet,138,Chardonnay,0.0,0.0,['Sonoma County'], California,2014
11589,Quinta do Vesuvio Douro Red,75,Other Red Blends,0.0,0.0,[' Central Coast'], California,2014
11590,Verite La Joie,375,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2009
11591,Melville Donna's Syrah,51,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2017
11592,Domaine Confuron-Cotetidot Vosne-Romanee Les Suchots Premier Cru,175,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2016
11593,Piedrasassi Rim Rock Vineyard Syrah,65,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2016
11594,Rocche Costamagna Barolo Rocche dell'Annunziata,44,Nebbiolo,0.0,0.0,[' Sonoma County'], California,2012
11595,Jean-Marc Burgaud Morgon Cote du Py,27,Gamay,3.8,45.0,[' Sonoma County'], California,2017
11596,Red Car Rose of Pinot Noir,28,Rosé,4.0,14.0,[' Loire'], France,2019
11597,Kenwood Jack London Vineyard Zinfandel,32,Zinfandel,0.0,0.0,[' Sonoma County'], California,2014
11598,Nicolas Joly Savennieres Clos de la Coulee de Serrant,114,Chenin Blanc,0.0,0.0,[' Victoria'], Australia,2015
11599,Westwood Winery Annadel Gap Vineyard Estate Syrah,56,Syrah/Shiraz,0.0,0.0,['Sicily'], Italy,2016
11600,By Farr Farrside Pinot Noir,80,Pinot Noir,0.0,0.0,['Maule Valley'], Chile,2015
11601,Tenuta delle Terre Nere Etna Rosso Calderara Sottana,37,Other Red Blends,0.0,0.0,['Mendoza'], Argentina,2014
11602,Garage Wine Co. Vigno,38,Carignan,0.0,0.0,['Napa Valley'], California,2016
11603,CARO,65,Bordeaux Red Blends,4.5,14.0,['Mosel'], Germany,2016
11604,Melka Metisse Jumping Goat Vineyard,219,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2015
11605,Selbach Oster Zeltinger Sonnenuhr Riesling Auslese,114,Riesling,0.0,0.0,[' Central Coast'], California,2019
11606,Pax Castelli Knight Ranch Syrah,69,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2002
11607,Loring Wine Company Clos Pepe Pinot Noir,52,Pinot Noir,0.0,0.0,['Mosel'], Germany,2015
11608,Honig Bartolucci Vineyard Cabernet Sauvignon,115,Cabernet Sauvignon,4.5,14.0,['Napa Valley'], California,2014
11609,J.J. Prum Graacher Himmelreich Kabinett Riesling,35,Riesling,0.0,0.0,[' Sonoma County'], California,2017
11610,Lewis Cellars Napa Valley Chardonnay,59,Chardonnay,0.0,0.0,['Loire'], France,2017
11611,Lewis Cellars Barcaglia Lane Chardonnay,84,Chardonnay,3.7,5.0,[' Burgundy'], France,2016
11612,Domaine des Baumard Carte d'Or Coteaux du Layon,29,Chenin Blanc,0.0,0.0,['Sonoma County'], California,2010
11613,Joseph Drouhin Chambertin-Clos de Beze Grand Cru,749,Pinot Noir,0.0,0.0,['Tuscany'], Italy,2018
11614,Flowers Sea View Ridge Pinot Noir,79,Pinot Noir,0.0,0.0,['Willamette Valley'], Oregon,2009
11615,Felsina Fontalloro,70,Sangiovese,4.3,52.0,[' Napa Valley'], California,2016
11617,Lobo Wines Wulff Vineyards Chardonnay,69,Chardonnay,0.0,0.0,[' Bordeaux'], France,2015
11618,Royal Tokaji Late Harvest ,22,Other Dessert,4.4,13.0,[' Central Coast'], California,2017
11619,Chateau Belgrave ,89,Bordeaux Red Blends,0.0,0.0,['Southwest'], France,2016
11620,VDR Very Dark Red,28,Other Red Blends,4.3,7.0,['Marlborough'], New Zealand,2014
11621,Alain Brumont Chateau Bouscasse Madiran,25,Other Red Blends,0.0,0.0,[' Bordeaux'], France,2011
11622,Greywacke Wild Sauvignon,29,Sauvignon Blanc,3.8,24.0,[' Willamette Valley'], Oregon,2014
11623,Clos Fourtet,175,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2005
11624,Colene Clemens Dopp Creek Pinot Noir,25,Pinot Noir,4.6,17.0,[' Columbia Valley'], Washington,2015
11625,Pax Griffin's Lair Syrah,64,Syrah/Shiraz,0.0,0.0,['Sonoma County'], California,2012
11626,Betz Family Winery La Cote Rousse Syrah,64,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2013
11628,Domaine Matrot Meursault Blagny Premier Cru,99,Chardonnay,0.0,0.0,['Napa Valley'], California,2018
11630,Colgin Tychson Hill Vineyard Cabernet Sauvignon,699,Cabernet Sauvignon,0.0,0.0,['Maipo Valley'], Chile,2016
11632,Garage Wine Co. The Ploughman Carignan Garnacha Mataro,38,Cabernet Franc,0.0,0.0,['Tuscany'], Italy,2016
11633,Neyers Thieriot Vineyard Chardonnay,51,Chardonnay,0.0,0.0,['Carneros'], California,2003
11635,HdV Hyde Vineyard Chardonnay,74,Chardonnay,4.6,6.0,['Maipo Valley'], Chile,2015
11636,Montes Folly Syrah,93,Syrah/Shiraz,0.0,0.0,[' Sonoma County'], California,2010
11638,Walter Hansel Cahill Lane Vineyard Chardonnay,32,Chardonnay,4.3,17.0,[' Napa Valley'], California,2016
11639,Aldo Conterno Cicala Barolo,144,Nebbiolo,0.0,0.0,['North Coast'], California,2012
11640,Nickel & Nickel C.C. Ranch Cabernet Sauvignon,110,Cabernet Sauvignon,4.3,9.0,[' Burgundy'], France,2013
11641,Roederer Estate L'Ermitage,46,Vintage Sparkling Wine,0.0,0.0,['Sonoma County'], California,1999
11642,Domaine de l'Arlot Nuits-St-Georges Cuvee Hors Ligne Premier Cru,119,Pinot Noir,0.0,0.0,['Central Otago'], New Zealand,2017
11643,Ravenswood Teldeschi Vineyard Zinfandel,38,Zinfandel,4.1,28.0,[' Burgundy'], France,2007
11644,Rippon Vineyard Mature Vine Riesling,35,Riesling,0.0,0.0,[' Bordeaux'], France,2018
11645,Patrick Piuze Chablis Grand Cru Les Preuses,149,Chardonnay,0.0,0.0,[' Bordeaux'], France,2018
11646,Chateau Pontet-Canet ,264,Bordeaux Red Blends,0.0,0.0,['Rioja'], Spain,2018
11647,Chateau Smith Haut Lafitte ,159,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2014
11648,Marques de Murrieta Castillo Ygay Gran Reserva Especial,89,Tempranillo,0.0,0.0,[' South Australia'], Australia,2004
11649,Gaja Pieve Santa Restituta Brunello di Montalcino,89,Sangiovese,4.9,6.0,['Napa Valley'], California,2012
11650,Kilikanoon Testament Shiraz,38,Syrah/Shiraz,0.0,0.0,['Bordeaux'], France,2005
11651,Stag's Leap Wine Cellars Artemis Cabernet Sauvignon ,33,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2016
11652,Chateau Margaux Pavillon Blanc,224,Bordeaux White Blends,0.0,0.0,['Napa Valley'], California,2016
11653,Chateau Pichon Longueville Comtesse de Lalande ,239,Bordeaux Red Blends,0.0,0.0,[' Rapel Valley'], Chile,2011
11654,Spottswoode Cabernet Sauvignon ,419,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2014
11655,Vina Vik Milla Cala,47,Other Red Blends,4.5,6.0,[' Rapel Valley'], Chile,2015
11656,Domaine des Comtes Lafon Meursault Clos de la Barre,169,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2015
11657,Lapostolle Cuvee Alexandre Cabernet Sauvignon,24,Cabernet Sauvignon,3.9,95.0,[' North Coast'], California,2018
11658,G.D. Vajra Barolo Ravera,79,Nebbiolo,0.0,0.0,[' South of France'], France,2013
11659,Enkidu Diener Ranch Petite Sirah,29,Petite Sirah,0.0,0.0,['Franschhoek Valley'], South Africa,2015
11661,Anthonij Rupert Cabernet Sauvignon,80,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2012
11662,Dow's Quinta do Bomfim,58,Port,0.0,0.0,[' Sonoma County'], California,2006
11663,Purlieu Le Pich Cabernet Sauvignon,58,Cabernet Sauvignon,4.4,18.0,[' Sonoma County'], California,2016
11664,Hartford Court Stone Cote Chardonnay,69,Chardonnay,0.0,0.0,['Napa Valley'], California,2017
11665,Bucklin Old Hill Ranch Ancient Field Blend,36,Other Red Blends,4.0,10.0,['Sonoma County'], California,2016
11666,Ravenswood Dickerson Vineyard Zinfandel,39,Zinfandel,0.0,0.0,[' Napa Valley'], California,2014
11667,Ridge Geyserville ,15,Other Red Blends,4.2,7.0,[' South Australia'], Australia,2005
11668,Ch. Potelle Mount Veeder VGS Chardonnay,44,Chardonnay,0.0,0.0,['Rioja'], Spain,2005
11669,Hewitson Ned and Henry's Shiraz,24,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2018
11670,La Rioja Alta Vina Ardanza Reserva,37,Tempranillo,4.4,80.0,['Mosel'], Germany,2007
11671,Spottswoode Cabernet Sauvignon ,1439,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2014
11672,Dr. Loosen Urziger Wurzgarten Alte Reben Grosses Gewachs,49,Riesling,0.0,0.0,['Mendoza'], Argentina,2017
11673,Faust The Pact,90,Cabernet Sauvignon,4.3,21.0,[' Rhone'], France,2015
11674,Catena Zapata Argentino Vineyard Malbec,140,Malbec,4.7,24.0,['Napa Valley'], California,2015
11675,Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux,110,Rhone Red Blends,4.7,8.0,['Trentino-Alto Adige'], Italy,2012
11676,Newton Unfiltered Chardonnay,49,Chardonnay,0.0,0.0,[' Sonoma County'], California,2003
11677,Abbazia di Novacella Kerner,36,Other White Wine,4.4,18.0,[' Central Coast'], California,2017
11678,Wind Gap Nellessen Vineyard Syrah,43,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2014
11679,Calera Jensen Vineyard Pinot Noir,99,Pinot Noir,0.0,0.0,[' Burgundy'], France,2008
11680,Chateau Picque-Caillou,47,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2018
11681,Patrick Piuze Chablis Grand Cru Les Preuses,144,Chardonnay,0.0,0.0,[' Sonoma County'], California,2017
11682,Amapola Creek Jos. Belli Vineyards Chardonnay,48,Chardonnay,3.8,16.0,[' Columbia Valley'], Washington,2015
11683,St. Francis Reserve Zinfandel,52,Zinfandel,4.6,7.0,['Burgundy'], France,2015
11684,Figgins Estate Red Wine,89,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2008
11685,Jean-Paul Droin Chablis Montmains Premier Cru,47,Chardonnay,0.0,0.0,[' Central Coast'], California,2016
11686,Sterling Cabernet Sauvignon ,13,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,1996
11687,Au Bon Climat Hildegard Estate White Blend,35,Other White Blends,0.0,0.0,[' Sonoma County'], California,2016
11688,Blackbird Vineyards Arise Napa Valley Proprietary Red ,27,Bordeaux Red Blends,0.0,0.0,[' Central Coast'], California,2009
11689,Ramey Russian River Pinot Noir,52,Pinot Noir,0.0,0.0,[' Burgundy'], France,2015
11690,Foxen Williamson Dore Vineyard Syrah,47,Syrah/Shiraz,0.0,0.0,['Jura'], France,2009
11691,Domaine Leflaive Puligny-Montrachet Les Folatieres Premier Cru,449,Chardonnay,0.0,0.0,['Tuscany'], Italy,2018
11692,Domaine de Montbourgeau L'Etoile Cuvee Speciale,39,Chardonnay,3.9,5.0,[' Tuscany'], Italy,2012
11693,I Collazzi Toscana Collazzi,43,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2015
11694,Dei Vino Nobile di Montepulciano,32,Sangiovese,0.0,0.0,[' Central Coast'], California,2017
11695,Eisele Vineyard Altagracia Cabernet Sauvignon,159,Cabernet Sauvignon,4.2,6.0,[' Piedmont'], Italy,2014
11696,Calera Selleck Pinot Noir ,49,Pinot Noir,0.0,0.0,[' Burgundy'], France,2012
11697,Virna Barolo Cannubi Boschis,70,Nebbiolo,4.3,6.0,['Napa Valley'], California,2012
11698,Christian Moreau Chablis Vaudesir Grand Cru,117,Chardonnay,0.0,0.0,[' Napa Valley'], California,2016
11699,Flora Springs Trilogy,84,Bordeaux Red Blends,4.4,21.0,[' Mendoza'], Argentina,2014
11700,Heitz Cellar Martha's Vineyard Cabernet Sauvignon,249,Cabernet Sauvignon,3.9,11.0,['Ribera del Duero'], Spain,2012
11701,Bodega DiamAndes Grande Reserva Malbec-Cabernet,34,Bordeaux Red Blends,4.2,14.0,['Casablanca Valley'], Chile,2014
11702,Emilio Moro Malleolus de Sanchomartin,179,Tempranillo,0.0,0.0,[' Tuscany'], Italy,2010
11703,Montsecano Pinot Noir,46,Pinot Noir,0.0,0.0,['Napa Valley'], California,2016
11704,Ciacci Piccolomini d'Aragona Brunello di Montalcino ,32,Sangiovese,3.6,5.0,['Mosel'], Germany,2015
11705,Colgin IX Estate Red,439,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2014
11707,Ridge Geyserville ,24,Other Red Blends,0.0,0.0,[' Sonoma County'], California,2015
11708,Rotie Cellars Southern Red Blend,47,Rhone Red Blends,0.0,0.0,[' Central Coast'], California,2015
11709,Stonestreet Legacy Meritage Red,100,Bordeaux Red Blends,0.0,0.0,['North Coast'], California,2012
11710,Calera de Villiers Vineyard Pinot Noir,49,Pinot Noir,0.0,0.0,['Mosel'], Germany,2012
11711,Spottswoode Sauvignon Blanc ,21,Sauvignon Blanc,0.0,0.0,[' Central Coast'], California,2018
11712,J.J. Prum Graacher Himmelreich Spatlese Riesling,43,Riesling,0.0,0.0,[' Piedmont'], Italy,2016
11713,Foxen John Sebastiano Vineyard Pinot Noir,53,Pinot Noir,0.0,0.0,[' Central Coast'], California,2014
11714,Domenico Clerico Barolo Aeroplanservaj,135,Nebbiolo,0.0,0.0,[' Central Coast'], California,2010
11715,Calera Jensen Vineyard Pinot Noir ,49,Pinot Noir,0.0,0.0,[' South Australia'], Australia,2008
11716,Tensley Colson Canyon Vineyard Syrah,54,Syrah/Shiraz,0.0,0.0,['Tuscany'], Italy,2008
11717,Mollydooker Enchanted Path,75,Other Red Blends,0.0,0.0,['Douro'], Portugal,2016
11718,Tenuta di Biserno Biserno,180,Other Red Blends,0.0,0.0,['Alsace'], France,2010
11719,Quinta do Vesuvio Douro Red,84,Other Red Blends,0.0,0.0,[' Tuscany'], Italy,2015
11720,Domaines Schlumberger Grand Cru Saering Riesling,31,Riesling,4.1,8.0,['Napa Valley'], California,2014
11721,Mazzei Chianti Classico Riserva Ser Lapo,37,Sangiovese,4.1,12.0,['Tuscany'], Italy,2017
11722,Cakebread Benchland Select Cabernet Sauvignon,139,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2014
11723,Masseto ,1999,Merlot,0.0,0.0,[' Veneto'], Italy,2016
11724,Arnot-Roberts Watson Ranch Chardonnay,46,Chardonnay,4.6,7.0,[' Tuscany'], Italy,2016
11725,Speri Sant'Urbano Amarone della Valpolicella Classico ,49,Other Red Blends,0.0,0.0,['Napa Valley'], California,2013
11726,Castiglion del Bosco Brunello di Montalcino,56,Sangiovese,4.3,64.0,['Sonoma County'], California,2012
11727,Domaine Curry Napa Sauvignon Blanc,43,Sauvignon Blanc,4.5,5.0,[' Willamette Valley'], Oregon,2019
11728,Ridge Geyserville ,21,Other Red Blends,0.0,0.0,[' South Australia'], Australia,2004
11729,Bethel Heights Aeolian Pinot Noir,47,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2017
11730,Brash Higgins Shiraz,37,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2017
11731,Musso Rio Sordo Barbaresco,43,Nebbiolo,4.5,8.0,[' Piedmont'], Italy,2016
11732,Cecchi Chianti Classico Riserva di Famiglia,41,Sangiovese,3.9,76.0,['Napa Valley'], California,2013
11733,Michele Chiarlo Reyna Barbaresco,50,Nebbiolo,4.7,22.0,[' Napa Valley'], California,2015
11734,Paula Kornell Blanc de Noir,52,Vintage Sparkling Wine,4.5,5.0,[' Columbia Valley'], Washington,2017
11735,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon,549,Cabernet Sauvignon,0.0,0.0,['Neusiedlersee'], Austria,2016
11736,K Vintners Rockgarden Syrah,57,Syrah/Shiraz,4.1,9.0,[' Piedmont'], Italy,2016
11737,Kracher Beerenauslese Zweigelt ,45,Other Dessert,0.0,0.0,['Napa Valley'], California,2017
11738,Virna Sarmassa Barolo,69,Nebbiolo,4.3,8.0,[' Sonoma County'], California,2012
11739,Eighty Four Albarino,29,Albarino,0.0,0.0,[' Sonoma County'], California,2016
11740,Peter Michael Ma Belle Fille Chardonnay,109,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2002
11741,Ramey Ritchie Vineyard Chardonnay,69,Chardonnay,0.0,0.0,['Central Coast'], California,2015
11742,Luigi Baudana Barolo Baudana,88,Nebbiolo,0.0,0.0,[' Bordeaux'], France,2016
11743,Longoria Fe Ciega Vineyard Pinot Noir,48,Pinot Noir,0.0,0.0,['Champagne'], France,2005
11744,Chateau LaTour-Martillac Blanc,49,Bordeaux White Blends,3.8,9.0,[' Tuscany'], Italy,2013
11745,Pol Roger Brut Rose,129,Rosé Sparkling Wine,0.0,0.0,[' Burgundy'], France,2006
11746,Gaja Camarcanda,169,Bordeaux Red Blends,4.5,5.0,[' Rhone'], France,2015
11747,Domaine du Clos de Tart Grand Cru Monopole ,2999,Pinot Noir,0.0,0.0,['Nahe'], Germany,2015
11748,Domaine du Vieux Telegraphe Chateauneuf-du-Pape Telegramme,45,Rhone Red Blends,4.3,37.0,[' Columbia Valley'], Washington,2016
11749,Donnhoff Felsenberg Riesling Grosses Gewachs ,39,Riesling,0.0,0.0,['Santa Cruz Mountains'], California,2019
11750,Substance Vineyard Collection Northridge Merlot,39,Merlot,3.6,8.0,['Rioja'], Spain,2015
11751,Mount Eden Vineyards Estate Chardonnay,69,Chardonnay,4.4,7.0,[' Sonoma County'], California,2013
11752,R. Lopez de Heredia Rioja White Vina Gravonia Crianza,34,Other White Blends,0.0,0.0,['Napa Valley'], California,2009
11753,Gundlach Bundschu Vintage Reserve Cabernet Sauvignon,125,Cabernet Sauvignon,5.0,11.0,[' Sonoma County'], California,2015
11754,Hess Collection Cabernet Sauvignon,42,Cabernet Sauvignon,4.1,7.0,[' Bordeaux'], France,2002
11755,Hartford Court Jennifer's Chardonnay,69,Chardonnay,0.0,0.0,[' Burgundy'], France,2015
