,product_name,price,varietal,origin,rating,rating_count
245,Quintessa 2017,200,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
246,Duckhorn Three Palms Merlot 2017,99,Merlot,"Calistoga, Napa Valley, California",4.3,7
247,Tenuta Sette Ponti Crognolo 2018,45,Tuscan Blends,"Tuscany, Italy",4.9,57
248,Castelli Martinozzi Brunello di Montalcino 2015,50,Sangiovese,"Montalcino, Tuscany, Italy",4.5,43
249,Realm The Bard 2018,179,Bordeaux Red Blends,"Napa Valley, California",0.0,0
250,La Magia Brunello di Montalcino 2015,60,Sangiovese,"Montalcino, Tuscany, Italy",4.2,10
251,Chateau d'Yquem Sauternes (375ML half-bottle) 2016,249,Other Dessert,"Sauternes, Bordeaux, France",0.0,0
252,Pahlmeyer Napa Valley Proprietary Red 2016,200,Bordeaux Red Blends,"Napa Valley, California",4.6,20
253,Palacios Remondo La Montesa 2017,20,Grenache,"Rioja, Spain",4.1,58
254,Bodegas Valderiz Ribera del Duero 2017,40,Tempranillo,"Ribera del Duero, Spain",4.1,15
255,Graham's Six Grapes Reserve Port,23,Port,"Douro, Portugal",4.1,399
256,Chateau Pavie 2015,399,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",5.0,5
257,Billecart-Salmon Brut Rose (375ML half-bottle),49,Rosé Sparkling Wine,"Champagne, France",4.5,88
258,Heitz Cellar Martha's Vineyard Cabernet Sauvignon 2014,249,Cabernet Sauvignon,"Oakville, Napa Valley, California",4.4,15
259,Kosta Browne Russian River Pinot Noir 2017,115,Pinot Noir,"Russian River, Sonoma County, California",4.8,43
260,Chateau Latour (slightly scuffed labels) 1995,979,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
261,Kapcsandy Family Winery State Lane Cabernet Sauvignon Grand Vin 2007,459,Cabernet Sauvignon,"Yountville, Napa Valley, California",0.0,0
262,Altesino Brunello di Montalcino 2015,61,Sangiovese,"Montalcino, Tuscany, Italy",4.4,69
263,Sinegal Estate Reserve Cabernet Sauvignon 2016,225,Cabernet Sauvignon,"St. Helena, Napa Valley, California",4.5,13
264,Dunn Howell Mountain Cabernet Sauvignon 2016,159,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",0.0,0
265,John Duval Plexus Red 2017,40,Rhone Red Blends,"Barossa Valley, Barossa, South Australia, Australia",3.9,13
266,Ornellaia Masseto 2005,799,Merlot,"Tuscany, Italy",0.0,0
267,Domaine du Comte Liger-Belair La Romanee Grand Cru 2013,"4,299",Pinot Noir,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
268,Chateau Marsau 2016,24,Bordeaux Red Blends,"Cotes de Francs, Bordeaux, France",3.8,68
269,Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec 2017,140,Malbec,"Uco Valley, Mendoza, Argentina",0.0,0
270,Chateau Puygueraud 2016,19,Bordeaux Red Blends,"Cotes de Francs, Bordeaux, France",3.8,160
271,Carpano Antica Formula Sweet Vermouth (1 Liter),43,Vermouth,Italy,4.7,178
272,Yalumba Samuel's Collection Eden Valley Viognier 2017,22,Viognier,"Eden Valley, Barossa, South Australia, Australia",3.8,150
273,Domaine Saint Prefert Chateauneuf-du-Pape Collection Charles Giraud 2017,129,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
274,Frog's Leap Estate Grown Cabernet Sauvignon (375ML half-bottle) 2017,32,Cabernet Sauvignon,"Rutherford, Napa Valley, California",4.1,19
275,Corison Cabernet Sauvignon 2017,99,Cabernet Sauvignon,"Napa Valley, California",0.0,0
276,Mazzei Philip Cabernet Sauvignon 2013,50,Cabernet Sauvignon,"Tuscany, Italy",0.0,0
277,Chateau Fonplegade 2016,55,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.3,85
278,Cenyth Rose of Cabernet Franc 2019,30,Rosé,"Sonoma County, California",4.1,15
279,Bodegas Vega Sicilia Valbuena 5 2015,215,Other Red Blends,"Ribera del Duero, Spain",4.7,7
280,Miraval Champagne Fleur de Miraval in Gift Box,349,Rosé Sparkling Wine,"Champagne, France",4.9,5
281,Domaine des Baumard Quarts de Chaume 2015,84,Chenin Blanc,"Loire, France",0.0,0
282,Ridge Geyserville (375ML half-bottle) 2018,27,Other Red Blends,"Alexander Valley, Sonoma County, California",4.5,5
283,Louis Roederer Brut Premier (1.5 Liter Magnum),129,Non-Vintage Sparkling Wine,"Champagne, France",4.5,9
284,Tenuta Guado al Tasso 2017,139,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",4.7,5
285,DuMOL Wester Reach Chardonnay 2018,65,Chardonnay,"Russian River, Sonoma County, California",4.6,6
286,DeLille Four Flags Cabernet Sauvignon 2017,69,Cabernet Sauvignon,"Red Mountain, Yakima Valley, Columbia Valley, Washington",4.9,5
287,Foxen Bien Nacido Block Eight Pinot Noir 2016,64,Pinot Noir,"Santa Maria Valley, Central Coast, California",4.5,6
288,DAOU Vineyards Soul of a Lion 2016,154,Bordeaux Red Blends,"Adelaida District, Paso Robles, Central Coast, California",4.7,21
289,Ornellaia 2017,260,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",3.8,12
290,Pahlmeyer Merlot 2016,89,Merlot,"Napa Valley, California",4.8,14
291,Salvioni Brunello di Montalcino 2015,200,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
292,Don Melchor Cabernet Sauvignon 2017,119,Cabernet Sauvignon,"Maipo Valley, Chile",4.5,24
293,CARO Amancaya 2017,22,Bordeaux Red Blends,"Mendoza, Argentina",3.9,203
294,E. Pira e Figli Barolo Via Nuova 2016,108,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
295,Martin Ray Concrete Dutton Ranch Chardonnay 2019,30,Chardonnay,"Russian River, Sonoma County, California",0.0,0
296,RAEN Royal St. Robert Cuvee Pinot Noir 2018,65,Pinot Noir,"Sonoma Coast, Sonoma County, California",0.0,0
297,Dominus Napanook Vineyard 2016,89,Bordeaux Red Blends,"Yountville, Napa Valley, California",4.0,53
298,Chateau de Beaucastel Coudoulet Rouge 2016,29,Rhone Red Blends,"Cotes du Rhone, Rhone, France",4.0,49
299,Alvaro Palacios Camins del Priorat 2019,26,Other Red Blends,"Priorat, Spain",4.0,45
300,Louis Jadot Chapelle-Chambertin Grand Cru 2017,265,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",5.0,24
301,Ponzi Reserve Pinot Noir 2016,65,Pinot Noir,"Willamette Valley, Oregon",4.0,18
302,Caterwaul Napa Cabernet Sauvignon 2018,49,Cabernet Sauvignon,"Napa Valley, California",5.0,5
303,Chateau Marquis d'Alesme 2016,54,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
304,Bootleg Red Blend 2016,45,Other Red Blends,"Napa Valley, California",4.5,11
305,Melville Donna's Syrah 2018,52,Syrah/Shiraz,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
306,Larkmead Cabernet Sauvignon 2015,135,Cabernet Sauvignon,"Napa Valley, California",4.2,12
307,Campagnola Amarone della Valpolicella Classico 2016,37,Other Red Blends,"Valpolicella, Veneto, Italy",4.0,5
308,Chateau Rauzan-Segla 2015,134,Bordeaux Red Blends,"Margaux, Bordeaux, France",4.3,16
309,Turley Hayne Vineyard Petite Syrah 2018,89,Petite Sirah,"Napa Valley, California",0.0,0
310,Mayacamas Cabernet Sauvignon (375ML half-bottle) 2014,64,Cabernet Sauvignon,"Napa Valley, California",0.0,0
311,Ramos Pinto 20 Year Tawny Quinta do Bom Retiro,74,Port,Portugal,4.4,24
312,Chateau Lafite Rothschild 150th Anniversary Edition (1.5 Liter Futures Pre-Sale) 2018,"4,999",Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
313,Duboeuf Moulin-a-Vent Domaine des Rosiers 2018,18,Gamay,"Beaujolais, Burgundy, France",3.8,66
314,Chateau d'Yquem Sauternes 2005,549,Other Dessert,"Sauternes, Bordeaux, France",4.7,16
315,J. de Villebois Sancerre Les Monts Damnes 2017,64,Sauvignon Blanc,"Sancerre, Loire, France",0.0,0
316,Chateau Malescot St. Exupery 2010,124,Bordeaux Red Blends,"Margaux, Bordeaux, France",4.2,26
317,J Vineyards Cuvee 20 Brut,38,Non-Vintage Sparkling Wine,"Russian River, Sonoma County, California",4.3,105
318,Byron John Sebastiano Vineyard Pinot Noir 2015,55,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
319,Penfolds St. Henri Shiraz 2016,149,Syrah/Shiraz,Australia,4.4,24
320,Col Solare Cabernet Sauvignon 2016,78,Cabernet Sauvignon,"Red Mountain, Yakima Valley, Columbia Valley, Washington",4.5,18
321,Stags' Leap Winery Napa Valley Chardonnay 2019,29,Chardonnay,"Napa Valley, California",0.0,0
322,Cenyth Red Blend 2016,60,Bordeaux Red Blends,"Sonoma County, California",3.4,10
323,Louis Roederer Cristal Rose with Gift Box 2012,648,Rosé Sparkling Wine,"Champagne, France",0.0,0
324,Domaine Saint Prefert Chateauneuf-du-Pape Reserve Auguste Favier 2017,79,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
325,Tenuta San Guido Sassicaia (1.5 Liter Magnum) 2016,559,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",5.0,6
326,Robert Biale Vineyards Black Chicken Zinfandel 2018,50,Zinfandel,"Napa Valley, California",4.3,16
327,G.D. Vajra Barolo Coste di Rose 2016,74,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
328,Torres Mas La Plana Cabernet Sauvignon 2012,74,Cabernet Sauvignon,Spain,4.8,66
329,BenMarco Expresivo 2016,34,Other Red Blends,Argentina,3.9,48
330,Ruinart Brut Rose (375ML half-bottle),54,Rosé Sparkling Wine,"Champagne, France",4.4,20
331,Dominio de Pingus 2018,"1,179",Tempranillo,"Ribera del Duero, Spain",0.0,0
332,Chateau LaTour-Martillac 2015,41,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.4,12
333,Selbach Oster Zeltinger Schlossberg Riesling Spatlese 2018,31,Riesling,"Mosel, Germany",3.8,8
334,Chateau de Vaudieu Clos du Belvedere Chateauneuf-du-Pape Blanc 2018,80,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
335,Warre's Vintage Port 2016,109,Port,Portugal,4.2,25
336,Louis Jadot Chablis Blanchot Grand Cru 2016,129,Chardonnay,"Chablis, Burgundy, France",5.0,32
337,Copain Les Voisins Syrah 2016,45,Syrah/Shiraz,"Yorkville Highlands, Mendocino, California",4.2,6
338,Philipponnat Royale Reserve Brut,69,Non-Vintage Sparkling Wine,"Champagne, France",4.5,25
339,Dow's Vintage Port 2016,150,Port,Portugal,4.4,8
340,Graham's Vintage Port 2016,150,Port,"Douro, Portugal",3.8,11
341,Chateau Cos d'Estournel 2016,259,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",4.4,53
342,Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau 2018,99,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
343,Antinori Badia a Passignano Chianti Classico Gran Selezione 2015,53,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.4,56
344,Chateau de Beaucastel Chateauneuf-du-Pape (1.5 Liter Magnum) 2017,149,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",4.8,5
345,Joseph Phelps Insignia 2007,339,Bordeaux Red Blends,"Napa Valley, California",4.6,23
346,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes 2018,118,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
347,Stag's Leap Wine Cellars Cask 23 Cabernet Sauvignon 2017,289,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",0.0,0
348,Spottswoode Sauvignon Blanc 2019,44,Sauvignon Blanc,"North Coast, California",3.6,5
349,Chateau Grand-Pontet 2016,34,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.2,59
350,Chateau Rieussec Sauternes 2014,69,Other Dessert,"Sauternes, Bordeaux, France",4.0,7
351,Promontory (1.5 Liter Magnum) 2010,"1,499",Cabernet Sauvignon,"Napa Valley, California",0.0,0
352,Louis Latour Chateau Corton Grancey Grand Cru 2015,165,Pinot Noir,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",4.8,20
353,Henriot Brut Millesime 2008,98,Vintage Sparkling Wine,"Champagne, France",0.0,0
354,Two Paddocks Fusilier Pinot Noir 2018,66,Pinot Noir,"Central Otago, New Zealand",0.0,0
355,Chateau Haut-Brion 2003,699,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
356,Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2017,279,Cabernet Sauvignon,"Napa Valley, California",0.0,0
357,Turnbull Oakville Reserve Cabernet Sauvignon 2017,89,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
358,Ramey Woolsey Road Vineyard Chardonnay 2017,69,Chardonnay,"Russian River, Sonoma County, California",0.0,0
359,Cristom Paul Gerrie Vineyard Pinot Noir 2017,54,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
360,Quintessa (375ML half-bottle) 2017,109,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
361,Graham's 20 Year Old Tawny Port,68,Port,"Douro, Portugal",4.5,252
362,Hamilton Russell Chardonnay 2019,45,Chardonnay,South Africa,4.8,7
363,Dominus Estate (1.5 Liter Magnum) 2016,699,Bordeaux Red Blends,"Yountville, Napa Valley, California",0.0,0
364,Dom Perignon Vintage (1.5 Liter Magnum) 2008,719,Vintage Sparkling Wine,"Champagne, France",4.9,6
365,Mazzei Fonterutoli Chianti Classico Gran Selezione 2013,70,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.0,10
366,Leeuwin Estate Art Series Chardonnay 2015,89,Chardonnay,"Margaret River, Western Australia, Australia",4.1,14
367,Fattoria dei Barbi Brunello di Montalcino 2015,68,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
368,Chateau Cos d'Estournel 2014,149,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",4.6,11
369,Schrader Beckstoffer To Kalon Cabernet Sauvignon 2018,499,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
370,Il Palagio Sister Moon 2016,59,Tuscan Blends,"Tuscany, Italy",4.3,21
371,Harlan Estate 2015,"1,399",Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
372,San Filippo Brunello di Montalcino 2015,64,Sangiovese,"Montalcino, Tuscany, Italy",4.1,28
373,Martinelli Giuseppe and Luisa Zinfandel 2018,57,Zinfandel,"Russian River, Sonoma County, California",4.8,10
374,Chateau Malescot St. Exupery 2014,69,Bordeaux Red Blends,"Margaux, Bordeaux, France",4.2,23
375,Morgan G17 Syrah 2018,25,Syrah/Shiraz,"Monterey, Central Coast, California",3.8,23
376,Chateau Cote de Baleau 2015,29,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.2,102
377,Chateau de Vaudieu Clos du Belvedere Chateauneuf-du-Pape Blanc 2017,80,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
378,Stags' Leap Winery The Investor Red Wine 2017,60,Other Red Blends,"Napa Valley, California",4.2,82
379,Antinori Solaia 2016,399,Tuscan Blends,"Tuscany, Italy",4.6,18
380,Drew Estate Field Selections Pinot Noir 2017,59,Pinot Noir,"Anderson Valley, Mendocino, California",0.0,0
381,Chateau Malartic-Lagraviere 2010,84,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.3,13
382,Descendientes de Jose Palacios Petalos 2018,20,Mencia,"Bierzo, Spain",3.9,33
383,CVNE Imperial Reserva Rioja 2015,49,Tempranillo,"Rioja, Spain",4.3,70
384,Chateau Margaux Pavillon Rouge 2015,239,Bordeaux Red Blends,"Margaux, Bordeaux, France",4.8,12
385,Chateau Branaire-Ducru (Futures Pre-Sale) 2018,54,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
386,Tasca d'Almerita Sicilia Tascante Ghiaia Nera 2017,23,Nerello Mascalese,"Sicily, Italy",3.8,11
387,Chateau Mouton Rothschild 2015,769,Bordeaux Red Blends,"Pauillac, Bordeaux, France",4.3,14
388,Altesino Brunello di Montalcino (1.5 Liter Magnum) 2015,149,Sangiovese,"Montalcino, Tuscany, Italy",4.7,6
389,R. Lopez de Heredia Rioja Vina Tondonia Reserva (375ML half-bottle) 2007,50,Tempranillo,"Rioja, Spain",4.6,8
390,Chateau Ducru-Beaucaillou 2009,349,Bordeaux Red Blends,"St-Julien, Bordeaux, France",4.7,15
391,Casanova di Neri Brunello di Montalcino Cerretalto 2013,350,Sangiovese,"Montalcino, Tuscany, Italy",4.8,8
392,Kongsgaard Hudson Vineyard Syrah 2018,209,Syrah/Shiraz,"Carneros, California",0.0,0
393,Hundred Acre Ark Vineyard Cabernet Sauvignon 2006,809,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",3.8,5
394,Bucci Verdicchio Classico dei Castelli di Jesi 2018,19,Verdicchio,"Marche, Italy",3.9,37
395,Quinta do Crasto Douro Red Reserva Old Vines 2016,41,Other Red Blends,Portugal,4.5,11
396,Larkmead Firebelle 2016,165,Bordeaux Red Blends,"Napa Valley, California",0.0,0
397,Joseph Phelps Insignia (1.5 Liter Magnum) 2008,299,Bordeaux Red Blends,"Napa Valley, California",0.0,0
398,Domaine Huet Vouvray Sec Le Haut Lieu 2019,38,Chenin Blanc,"Vouvray, Touraine, Loire, France",4.1,8
399,Clos Henri Petit Clos Sauvignon Blanc 2019,18,Sauvignon Blanc,"Marlborough, New Zealand",4.3,6
400,Joseph Phelps Insignia (1.5 Liter Magnum) 2004,449,Bordeaux Red Blends,"Napa Valley, California",0.0,0
401,Drew Mendocino Ridge Valenti Vineyard Syrah 2016,49,Syrah/Shiraz,"Mendocino Ridge, Mendocino, California",0.0,0
402,Mollydooker Velvet Glove Shiraz 2018,189,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
403,Abadia Retuerta Seleccion Especial 2016,29,Other Red Blends,Spain,4.3,54
404,Dow's 30 Year Old Tawny Port,145,Port,Portugal,4.9,10
405,Inglenook Rubicon 2015,208,Bordeaux Red Blends,"Rutherford, Napa Valley, California",0.0,0
406,Opus One 2005,499,Bordeaux Red Blends,"Oakville, Napa Valley, California",4.5,12
407,Chateau Pavie 2010,459,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.1,8
408,Kiralyudvar Tokaji Aszu 6 Puttonyos (500ML) 2007,78,Other Dessert,Hungary,4.7,15
409,Opus One 2010,469,Bordeaux Red Blends,"Oakville, Napa Valley, California",4.7,15
410,Veuve Clicquot Yellow Label Brut (3 Liter Bottle - Jeroboam),449,Non-Vintage Sparkling Wine,"Champagne, France",4.2,5
411,Storybook Mountain Mayacamas Range Zinfandel (375ML half-bottle) 2016,19,Zinfandel,"Napa Valley, California",3.9,18
412,Sine Qua Non Grenache Testa dei Cherubini 2014,499,Grenache,California,0.0,0
413,Torbreck RunRig 2002,219,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
414,Cardinale Cabernet Sauvignon 2016,349,Cabernet Sauvignon,"Napa Valley, California",0.0,0
415,Chateau Canon 2010,199,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
416,Chateau Canon La Gaffeliere 2016,109,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.6,18
417,Bodega Norton Privada 2017,24,Bordeaux Red Blends,"Mendoza, Argentina",0.0,0
418,Samuel Billaud Chablis Premier Cru Les Vaillons Vieilles Vignes 2018,61,Chardonnay,"Chablis, Burgundy, France",0.0,0
419,Opus One (1.5 Liter Magnum) 2013,899,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
420,Col Solare Cabernet Sauvignon 2015,75,Cabernet Sauvignon,"Red Mountain, Yakima Valley, Columbia Valley, Washington",4.3,29
421,Louis Roederer Cristal Brut (1.5 Liter Magnum) 2012,600,Vintage Sparkling Wine,"Champagne, France",0.0,0
422,Hall Kathryn Hall Cabernet Sauvignon (1.5 Liter Magnum) 2015,379,Cabernet Sauvignon,"Napa Valley, California",4.5,9
423,Catena Zapata Nicolas 2015,125,Bordeaux Red Blends,"Mendoza, Argentina",4.6,13
424,Carruades de Lafite (Futures Pre-Sale) 2019,209,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
425,Sandrone Valmaggiore Nebbiolo d'Alba 2018,54,Nebbiolo,"Roero, Piedmont, Italy",0.0,0
426,Domaine Leflaive Bienvenues-Batard-Montrachet Grand Cru 2018,999,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
427,Sandhi Sanford and Benedict Chardonnay 2018,47,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
428,Domaine Huet Vouvray Clos du Bourg Sec 2019,46,Chenin Blanc,"Vouvray, Touraine, Loire, France",3.8,5
429,Ridge Estate Chardonnay 2018,54,Chardonnay,"Santa Cruz Mountains, California",5.0,6
430,Felsina Chianti Classico Riserva Rancia 2017,60,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",0.0,0
431,Chateau Monbousquet 2016,64,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.1,12
432,Chateau Lynch-Bages 2000,439,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
433,Chateau Bellevue Mondotte St. Emilion 2005,339,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
434,Clos Saint-Jean La Combe des Fous Chateauneuf-du-Pape 2017,119,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
435,Tenuta San Guido Sassicaia (1.5 Liter Magnum) 2007,599,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",0.0,0
436,Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2012,154,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
437,Beringer Private Reserve Cabernet Sauvignon 2016,170,Cabernet Sauvignon,"Napa Valley, California",0.0,0
438,Mount Eden Vineyards Estate Cabernet Sauvignon 2015,89,Cabernet Sauvignon,"Santa Cruz Mountains, California",3.8,6
439,Ridge Geyserville (1.5 Liter Magnum) 2018,91,Other Red Blends,"Sonoma County, California",0.0,0
440,Chateau Suduiraut Sauternes 2015,74,Other Dessert,"Sauternes, Bordeaux, France",0.0,0
441,Chateau Haut-Brion 2015,699,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.8,16
442,Chateau Figeac 2010,299,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
443,Faust Cabernet Sauvignon (375ML half-bottle) 2018,31,Cabernet Sauvignon,"Napa Valley, California",0.0,0
444,Dominus Napanook Vineyard 2015,89,Bordeaux Red Blends,"Yountville, Napa Valley, California",4.1,39
